,Unnamed: 0,node1,node2,label,nb_common_labels,nb_common_genres,squared_popularity_diff,cn,pa,tn,minTriangles,maxTriangles,minCoefficient,maxCoefficient,sp,sl
0,2012,7034,7280,0,0.0,0.0,33,0.0,180.0,27.0,5,22,0.032679738562091505,0.6111111111111112,0.0,0.0
0,2013,7034,7288,0,0.0,0.0,35,0.0,400.0,33.0,5,36,0.032679738562091505,0.34285714285714286,0.0,0.0
0,2014,7034,7294,0,0.0,0.0,34,0.0,80.0,21.0,2,5,0.032679738562091505,0.6666666666666666,0.0,0.0
0,2015,7034,7297,0,0.0,0.0,25,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2016,7034,7302,0,0.0,0.0,32,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2017,7034,7312,0,0.0,0.0,53,0.0,140.0,25.0,4,5,0.032679738562091505,0.19047619047619047,0.0,0.0
0,2018,7034,7321,0,0.0,0.0,44,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2019,7034,7317,0,0.0,0.0,46,0.0,40.0,20.0,1,5,0.032679738562091505,1.0,0.0,0.0
0,2020,7034,7325,0,0.0,0.0,25,0.0,540.0,31.0,5,9,0.032679738562091505,0.11538461538461539,0.0,0.0
0,2021,7034,7332,0,0.0,0.0,48,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2022,7034,7336,0,0.0,0.0,57,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2023,7034,7337,0,0.0,0.0,16,0.0,560.0,38.0,5,17,0.032679738562091505,0.08947368421052632,0.0,0.0
0,2024,7034,7340,0,0.0,0.0,55,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2025,7034,7339,0,0.0,0.0,44,0.0,100.0,23.0,5,8,0.032679738562091505,0.8,0.0,0.0
